# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Gravitational acceleration (m/s²),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Mach number (​)
36.657,3.235e4,40.506,-9.846,2.328e4,9.76,2.085,0.339,-54.238,239.153,3.806e-4,0.137
36.707,3.235e4,40.014,-9.844,2.328e4,9.76,2.033,0.339,-54.251,239.079,3.805e-4,0.135
36.757,3.236e4,39.522,-9.842,2.328e4,9.76,1.983,0.339,-54.264,239.005,3.804e-4,0.134
36.807,3.237e4,39.03,-9.84,2.328e4,9.759,1.935,0.339,-54.277,238.933,3.803e-4,0.132
36.857,3.237e4,38.538,-9.839,2.328e4,9.759,1.885,0.339,-54.29,238.862,3.802e-4,0.13
36.907,3.238e4,38.046,-9.836,2.328e4,9.759,1.838,0.339,-54.302,238.792,3.801e-4,0.129
36.957,3.239e4,37.554,-9.834,2.328e4,9.759,1.793,0.339,-54.314,238.722,3.8e-4,0.127
37.007,3.239e4,37.062,-9.833,2.328e4,9.759,1.743,0.339,-54.326,238.653,3.799e-4,0.125
37.057,3.24e4,36.571,-9.832,2.328e4,9.759,1.697,0.339,-54.338,238.586,3.798e-4,0.124
37.107,3.24e4,36.079,-9.829,2.328e4,9.759,1.652,0.339,-54.35,238.519,3.798e-4,0.122
37.157,3.241e4,35.588,-9.827,2.328e4,9.759,1.611,0.339,-54.362,238.453,3.797e-4,0.121
37.207,3.242e4,35.096,-9.825,2.328e4,9.759,1.566,0.339,-54.373,238.388,3.796e-4,0.119
37.257,3.242e4,34.605,-9.823,2.328e4,9.759,1.524,0.339,-54.385,238.324,3.795e-4,0.117
37.307,3.243e4,34.114,-9.82,2.328e4,9.759,1.485,0.339,-54.396,238.261,3.794e-4,0.116
37.357,3.243e4,33.623,-9.818,2.328e4,9.759,1.445,0.339,-54.407,238.199,3.794e-4,0.114
37.407,3.244e4,33.132,-9.815,2.328e4,9.759,1.407,0.339,-54.418,238.137,3.793e-4,0.113
37.457,3.244e4,32.642,-9.814,2.328e4,9.759,1.365,0.339,-54.428,238.077,3.792e-4,0.111
37.507,3.245e4,32.151,-9.812,2.328e4,9.759,1.326,0.339,-54.439,238.017,3.791e-4,0.109
37.557,3.245e4,31.661,-9.809,2.328e4,9.759,1.291,0.339,-54.449,237.958,3.79e-4,0.108
37.607,3.246e4,31.17,-9.808,2.328e4,9.759,1.254,0.34,-54.459,237.901,3.79e-4,0.106
37.657,3.246e4,30.68,-9.805,2.328e4,9.759,1.223,0.341,-54.47,237.844,3.789e-4,0.105
37.707,3.247e4,30.19,-9.804,2.328e4,9.759,1.189,0.341,-54.479,237.788,3.788e-4,0.103
37.757,3.247e4,29.699,-9.803,2.328e4,9.759,1.152,0.342,-54.489,237.733,3.788e-4,0.101
37.807,3.248e4,29.209,-9.801,2.328e4,9.759,1.12,0.343,-54.499,237.679,3.787e-4,0.1
37.857,3.248e4,28.719,-9.8,2.328e4,9.759,1.087,0.344,-54.508,237.625,3.786e-4,0.098
37.907,3.249e4,28.229,-9.798,2.328e4,9.759,1.054,0.345,-54.517,237.573,3.785e-4,0.097
37.957,3.249e4,27.739,-9.797,2.328e4,9.759,1.019,0.346,-54.527,237.522,3.785e-4,0.095
38.007,3.25e4,27.25,-9.795,2.328e4,9.759,0.992,0.347,-54.535,237.471,3.784e-4,0.093
38.057,3.25e4,26.76,-9.794,2.328e4,9.759,0.96,0.348,-54.544,237.421,3.784e-4,0.092
38.107,3.251e4,26.27,-9.792,2.328e4,9.759,0.931,0.349,-54.553,237.373,3.783e-4,0.09
38.157,3.251e4,25.781,-9.79,2.328e4,9.759,0.905,0.35,-54.561,237.325,3.782e-4,0.089
38.207,3.251e4,25.291,-9.789,2.328e4,9.759,0.874,0.351,-54.57,237.278,3.782e-4,0.087
38.257,3.252e4,24.802,-9.789,2.328e4,9.759,0.838,0.352,-54.578,237.232,3.781e-4,0.085
38.307,3.252e4,24.312,-9.788,2.328e4,9.759,0.808,0.353,-54.586,237.187,3.78e-4,0.084
38.357,3.253e4,23.823,-9.787,2.328e4,9.759,0.78,0.354,-54.594,237.142,3.78e-4,0.082
38.407,3.253e4,23.334,-9.786,2.328e4,9.759,0.751,0.356,-54.601,237.099,3.779e-4,0.08
38.457,3.253e4,22.844,-9.786,2.328e4,9.759,0.722,0.357,-54.609,237.057,3.779e-4,0.079
38.507,3.254e4,22.355,-9.784,2.328e4,9.759,0.698,0.358,-54.616,237.015,3.778e-4,0.077
38.557,3.254e4,21.866,-9.783,2.328e4,9.759,0.671,0.359,-54.623,236.974,3.778e-4,0.076
38.607,3.255e4,21.377,-9.782,2.328e4,9.759,0.646,0.361,-54.63,236.935,3.777e-4,0.074
38.657,3.255e4,20.888,-9.781,2.328e4,9.759,0.617,0.362,-54.637,236.896,3.777e-4,0.072
38.707,3.255e4,20.399,-9.779,2.328e4,9.759,0.596,0.363,-54.644,236.858,3.776e-4,0.071
38.757,3.256e4,19.91,-9.778,2.328e4,9.759,0.572,0.365,-54.65,236.821,3.776e-4,0.069
38.807,3.256e4,19.421,-9.778,2.328e4,9.759,0.544,0.366,-54.657,236.785,3.775e-4,0.067
38.857,3.256e4,18.932,-9.777,2.328e4,9.759,0.521,0.368,-54.663,236.749,3.775e-4,0.066
38.907,3.257e4,18.443,-9.775,2.328e4,9.759,0.5,0.369,-54.669,236.715,3.774e-4,0.064
38.957,3.257e4,17.955,-9.774,2.328e4,9.759,0.481,0.371,-54.675,236.681,3.774e-4,0.063
39.007,3.257e4,17.466,-9.773,2.328e4,9.759,0.46,0.372,-54.681,236.649,3.774e-4,0.061
39.057,3.257e4,16.977,-9.772,2.328e4,9.759,0.438,0.374,-54.686,236.617,3.773e-4,0.059
39.107,3.258e4,16.489,-9.77,2.328e4,9.759,0.426,0.376,-54.692,236.586,3.773e-4,0.058
39.157,3.258e4,16,-9.768,2.328e4,9.759,0.407,0.377,-54.697,236.557,3.772e-4,0.057
39.207,3.258e4,15.512,-9.766,2.328e4,9.759,0.4,0.379,-54.702,236.528,3.772e-4,0.055
39.257,3.258e4,15.024,-9.765,2.328e4,9.759,0.378,0.381,-54.707,236.5,3.772e-4,0.054
39.307,3.259e4,14.535,-9.764,2.328e4,9.759,0.362,0.383,-54.712,236.472,3.771e-4,0.052
39.357,3.259e4,14.047,-9.764,2.328e4,9.759,0.34,0.385,-54.717,236.446,3.771e-4,0.05
39.407,3.259e4,13.559,-9.762,2.328e4,9.759,0.326,0.387,-54.721,236.421,3.771e-4,0.049
39.457,3.259e4,13.071,-9.761,2.328e4,9.759,0.311,0.389,-54.725,236.396,3.77e-4,0.047
39.507,3.26e4,12.583,-9.76,2.328e4,9.759,0.299,0.392,-54.73,236.373,3.77e-4,0.046
39.557,3.26e4,12.095,-9.758,2.328e4,9.759,0.288,0.394,-54.734,236.35,3.77e-4,0.045
39.607,3.26e4,11.607,-9.757,2.328e4,9.759,0.274,0.396,-54.737,236.328,3.769e-4,0.043
39.657,3.26e4,11.119,-9.757,2.328e4,9.759,0.258,0.399,-54.741,236.307,3.769e-4,0.041
39.707,3.26e4,10.631,-9.755,2.328e4,9.759,0.246,0.401,-54.745,236.287,3.769e-4,0.04
39.757,3.26e4,10.144,-9.754,2.328e4,9.759,0.234,0.404,-54.748,236.268,3.769e-4,0.038
39.807,3.261e4,9.656,-9.753,2.328e4,9.759,0.222,0.407,-54.751,236.25,3.768e-4,0.037
39.857,3.261e4,9.168,-9.751,2.328e4,9.759,0.213,0.41,-54.754,236.233,3.768e-4,0.036
39.907,3.261e4,8.681,-9.751,2.328e4,9.759,0.196,0.413,-54.757,236.216,3.768e-4,0.034
39.957,3.261e4,8.193,-9.749,2.328e4,9.759,0.186,0.416,-54.76,236.201,3.768e-4,0.033
40.007,3.261e4,7.706,-9.748,2.328e4,9.759,0.173,0.42,-54.763,236.186,3.768e-4,0.031
40.057,3.261e4,7.219,-9.747,2.328e4,9.759,0.159,0.423,-54.765,236.172,3.767e-4,0.03
40.107,3.261e4,6.731,-9.745,2.328e4,9.759,0.147,0.427,-54.767,236.16,3.767e-4,0.029
40.157,3.262e4,6.244,-9.742,2.328e4,9.759,0.136,0.429,-54.769,236.148,3.767e-4,0.028
40.207,3.262e4,5.757,-9.742,2.328e4,9.759,0.122,0.433,-54.771,236.137,3.767e-4,0.027
40.257,3.262e4,5.27,-9.741,2.328e4,9.759,0.108,0.437,-54.773,236.126,3.767e-4,0.025
40.307,3.262e4,4.783,-9.74,2.328e4,9.759,0.095,0.441,-54.775,236.117,3.767e-4,0.024
40.357,3.262e4,4.296,-9.739,2.328e4,9.759,0.083,0.444,-54.776,236.109,3.767e-4,0.023
40.407,3.262e4,3.809,-9.738,2.328e4,9.759,0.07,0.45,-54.778,236.101,3.767e-4,0.022
40.457,3.262e4,3.322,-9.738,2.328e4,9.759,0.058,0.454,-54.779,236.095,3.766e-4,0.021
40.507,3.262e4,2.835,-9.736,2.328e4,9.759,0.047,0.459,-54.78,236.089,3.766e-4,0.02
40.557,3.262e4,2.348,-9.735,2.328e4,9.759,0.037,0.462,-54.781,236.084,3.766e-4,0.019
40.607,3.262e4,1.861,-9.751,2.328e4,9.759,0.028,0.463,-54.781,236.081,3.766e-4,0.019
40.657,3.262e4,1.373,-9.751,2.328e4,9.759,0.02,0.466,-54.782,236.078,3.766e-4,0.018
40.707,3.262e4,0.886,-9.751,2.328e4,9.759,0.014,0.467,-54.782,236.076,3.766e-4,0.018
40.757,3.262e4,0.398,-9.75,2.328e4,9.759,0.009,0.468,-54.782,236.074,3.766e-4,0.018
40.807,3.262e4,-0.089,-9.75,2.328e4,9.759,0.005,0.468,-54.782,236.074,3.766e-4,0.018
40.857,3.262e4,-0.577,-9.754,2.328e4,9.759,1.228,12.104,-54.782,236.075,3.766e-4,0.018
40.96,3.262e4,-1.577,-9.743,2.328e4,9.759,1.354,12.104,-54.782,236.079,3.766e-4,0.019
41.062,3.262e4,-2.577,-9.731,2.328e4,9.759,1.525,12.104,-54.78,236.087,3.766e-4,0.02
41.165,3.262e4,-3.577,-9.716,2.328e4,9.759,1.841,12.104,-54.778,236.098,3.766e-4,0.022
41.268,3.262e4,-4.577,-9.699,2.328e4,9.759,2.181,12.104,-54.775,236.114,3.767e-4,0.024
41.371,3.262e4,-5.577,-9.68,2.328e4,9.759,2.532,12.104,-54.772,236.133,3.767e-4,0.025
41.474,3.261e4,-6.577,-9.656,2.328e4,9.759,3.041,12.104,-54.768,236.156,3.767e-4,0.028
41.578,3.261e4,-7.577,-9.629,2.328e4,9.759,3.643,12.104,-54.763,236.183,3.768e-4,0.031
41.682,3.261e4,-8.577,-9.598,2.328e4,9.759,4.355,12.104,-54.758,236.214,3.768e-4,0.033
41.786,3.261e4,-9.576,-9.565,2.328e4,9.759,5.101,12.104,-54.752,236.249,3.768e-4,0.036
41.89,3.26e4,-10.576,-9.526,2.328e4,9.759,5.997,12.104,-54.745,236.287,3.769e-4,0.039
41.995,3.26e4,-11.576,-9.482,2.328e4,9.759,7.087,12.104,-54.737,236.33,3.769e-4,0.043
42.101,3.26e4,-12.576,-9.436,2.328e4,9.759,8.161,12.104,-54.729,236.377,3.77e-4,0.046
42.207,3.259e4,-13.576,-9.387,2.328e4,9.759,9.273,12.104,-54.72,236.428,3.771e-4,0.049
42.313,3.259e4,-14.576,-9.333,2.328e4,9.759,10.539,12.104,-54.71,236.483,3.771e-4,0.052
42.42,3.258e4,-15.576,-9.276,2.328e4,9.759,11.894,12.104,-54.7,236.542,3.772e-4,0.055
42.528,3.257e4,-16.576,-9.216,2.328e4,9.759,13.243,12.104,-54.688,236.606,3.773e-4,0.058
42.637,3.257e4,-17.576,-9.151,2.328e4,9.759,14.737,12.104,-54.676,236.674,3.774e-4,0.061
42.746,3.256e4,-18.575,-9.083,2.328e4,9.759,16.325,12.104,-54.663,236.747,3.775e-4,0.065
42.856,3.256e4,-19.575,-9.01,2.328e4,9.759,18.058,12.104,-54.65,236.824,3.776e-4,0.068
42.967,3.255e4,-20.575,-8.933,2.328e4,9.759,19.86,12.104,-54.635,236.906,3.777e-4,0.071
43.079,3.254e4,-21.575,-8.853,2.328e4,9.759,21.712,12.104,-54.62,236.993,3.778e-4,0.074
43.192,3.253e4,-22.574,-8.77,2.328e4,9.759,23.616,12.104,-54.604,237.084,3.779e-4,0.078
43.306,3.252e4,-23.574,-8.682,2.328e4,9.759,25.689,12.104,-54.587,237.181,3.78e-4,0.081
43.421,3.251e4,-24.574,-8.591,2.328e4,9.759,27.762,12.104,-54.569,237.283,3.782e-4,0.084
43.537,3.25e4,-25.573,-8.496,2.328e4,9.759,29.971,12.104,-54.55,237.39,3.783e-4,0.087
43.655,3.249e4,-26.573,-8.396,2.328e4,9.759,32.308,12.104,-54.53,237.503,3.785e-4,0.091
43.774,3.248e4,-27.573,-8.293,2.328e4,9.759,34.694,12.104,-54.509,237.622,3.786e-4,0.094
43.895,3.247e4,-28.572,-8.186,2.328e4,9.759,37.185,12.104,-54.487,237.746,3.788e-4,0.097
44.017,3.246e4,-29.572,-8.076,2.328e4,9.759,39.703,12.104,-54.464,237.877,3.789e-4,0.1
44.14,3.245e4,-30.571,-7.961,2.328e4,9.759,42.385,12.104,-54.44,238.013,3.791e-4,0.104
44.266,3.244e4,-31.57,-7.842,2.328e4,9.759,45.148,12.104,-54.414,238.157,3.793e-4,0.107
44.393,3.242e4,-32.57,-7.722,2.328e4,9.759,47.913,12.104,-54.388,238.307,3.795e-4,0.11
44.523,3.241e4,-33.569,-7.593,2.328e4,9.759,50.956,12.104,-54.36,238.465,3.797e-4,0.114
44.654,3.239e4,-34.568,-7.463,2.328e4,9.759,53.942,12.104,-54.331,238.629,3.799e-4,0.117
44.788,3.238e4,-35.567,-7.326,2.328e4,9.759,57.188,12.104,-54.3,238.802,3.801e-4,0.12
44.925,3.236e4,-36.566,-7.188,2.328e4,9.76,60.373,12.104,-54.268,238.983,3.804e-4,0.124
45.064,3.235e4,-37.565,-7.046,2.328e4,9.76,63.67,12.104,-54.235,239.172,3.806e-4,0.127
45.205,3.233e4,-38.564,-6.899,2.328e4,9.76,67.098,12.104,-54.2,239.371,3.809e-4,0.13
45.35,3.231e4,-39.563,-6.748,2.328e4,9.76,70.598,12.104,-54.163,239.579,3.811e-4,0.133
45.498,3.229e4,-40.562,-6.592,2.328e4,9.76,74.232,12.104,-54.124,239.797,3.814e-4,0.137
45.65,3.227e4,-41.56,-6.433,2.328e4,9.76,77.943,12.104,-54.084,240.026,3.817e-4,0.14
45.805,3.225e4,-42.559,-6.271,2.328e4,9.76,81.673,12.104,-54.041,240.266,3.82e-4,0.143
45.964,3.223e4,-43.557,-6.104,2.328e4,9.76,85.524,12.104,-53.997,240.518,3.823e-4,0.147
46.128,3.22e4,-44.555,-5.933,2.328e4,9.76,89.49,12.104,-53.95,240.783,3.827e-4,0.15
46.296,3.218e4,-45.553,-5.757,2.328e4,9.76,93.588,12.104,-53.901,241.061,3.83e-4,0.153
46.469,3.215e4,-46.551,-5.577,2.328e4,9.76,97.751,12.104,-53.849,241.355,3.834e-4,0.156
46.648,3.212e4,-47.549,-5.394,2.328e4,9.76,102.003,12.104,-53.794,241.665,3.838e-4,0.16
46.833,3.209e4,-48.547,-5.204,2.328e4,9.76,106.442,12.104,-53.736,241.991,3.842e-4,0.163
47.025,3.206e4,-49.545,-5.008,2.328e4,9.76,111.034,12.104,-53.675,242.337,3.847e-4,0.166
47.224,3.203e4,-50.541,-4.812,2.328e4,9.76,115.531,12.104,-53.611,242.704,3.851e-4,0.17
47.431,3.2e4,-51.538,-4.608,2.328e4,9.76,120.315,12.104,-53.542,243.092,3.856e-4,0.173
47.647,3.196e4,-52.535,-4.401,2.328e4,9.76,125.101,12.104,-53.469,243.506,3.861e-4,0.176
47.873,3.192e4,-53.531,-4.189,2.328e4,9.76,130.02,12.104,-53.391,243.948,3.867e-4,0.18
48.111,3.188e4,-54.527,-3.974,2.328e4,9.76,134.968,12.104,-53.307,244.42,3.873e-4,0.183
48.362,3.183e4,-55.523,-3.751,2.328e4,9.76,140.189,12.104,-53.218,244.939,3.88e-4,0.186
48.627,3.178e4,-56.518,-3.522,2.328e4,9.76,145.485,12.104,-53.121,245.522,3.887e-4,0.189
48.909,3.173e4,-57.512,-3.289,2.328e4,9.76,150.882,12.104,-53.016,246.154,3.895e-4,0.193
49.212,3.167e4,-58.507,-3.05,2.328e4,9.76,156.439,12.104,-52.902,246.842,3.904e-4,0.196
49.538,3.161e4,-59.501,-2.804,2.328e4,9.76,162.125,12.104,-52.777,247.597,3.914e-4,0.199
49.892,3.154e4,-60.494,-2.551,2.328e4,9.76,168.018,12.104,-52.639,248.431,3.925e-4,0.202
50.281,3.146e4,-61.487,-2.29,2.328e4,9.76,174.06,12.104,-52.485,249.362,3.937e-4,0.205
50.714,3.137e4,-62.478,-2.022,2.328e4,9.76,180.313,12.104,-52.311,250.415,3.95e-4,0.209
51.203,3.127e4,-63.467,-1.745,2.328e4,9.761,186.734,12.104,-52.11,251.623,3.966e-4,0.212
51.703,3.117e4,-64.339,-1.491,2.328e4,9.761,192.611,12.104,-51.903,252.877,3.982e-4,0.215
52.203,3.106e4,-65.085,-1.263,2.328e4,9.761,197.94,12.104,-51.692,254.146,3.998e-4,0.217
52.703,3.096e4,-65.716,-1.062,2.328e4,9.761,202.653,12.104,-51.48,255.43,4.014e-4,0.219
53.203,3.085e4,-66.247,-0.887,2.328e4,9.761,206.687,12.104,-51.265,256.724,4.031e-4,0.221
53.703,3.074e4,-66.691,-0.731,2.328e4,9.761,210.283,12.104,-51.049,258.028,4.047e-4,0.222
54.203,3.063e4,-67.056,-0.595,2.328e4,9.761,213.454,12.104,-50.832,259.34,4.064e-4,0.223
54.703,3.052e4,-67.354,-0.476,2.328e4,9.761,216.229,12.104,-50.614,260.659,4.08e-4,0.224
55.203,3.041e4,-67.592,-0.373,2.328e4,9.761,218.595,12.104,-50.394,261.982,4.097e-4,0.225
55.703,3.03e4,-67.778,-0.282,2.328e4,9.761,220.722,12.104,-50.174,263.31,4.114e-4,0.225
56.203,3.019e4,-67.92,-0.205,2.328e4,9.762,222.515,12.104,-49.954,264.659,4.131e-4,0.226
56.703,3.007e4,-68.022,-0.133,2.328e4,9.762,224.191,12.104,-49.733,266.078,4.149e-4,0.226
57.203,2.996e4,-68.089,-0.073,2.328e4,9.762,225.599,12.104,-49.512,267.499,4.167e-4,0.226
57.703,2.985e4,-68.125,-0.021,2.328e4,9.762,226.8,12.104,-49.29,268.92,4.185e-4,0.226
58.203,2.974e4,-68.136,0.024,2.328e4,9.762,227.848,12.104,-49.069,270.342,4.203e-4,0.226
58.703,2.963e4,-68.124,0.062,2.328e4,9.762,228.721,12.104,-48.848,271.764,4.221e-4,0.226
59.203,2.951e4,-68.093,0.094,2.328e4,9.762,229.469,12.104,-48.626,273.186,4.239e-4,0.226
59.703,2.94e4,-68.046,0.121,2.328e4,9.762,230.104,12.104,-48.405,274.607,4.257e-4,0.225
60.203,2.929e4,-67.985,0.146,2.328e4,9.762,230.689,12.104,-48.184,276.027,4.274e-4,0.225
60.703,2.918e4,-67.912,0.166,2.328e4,9.762,231.157,12.104,-47.963,277.445,4.292e-4,0.225
61.203,2.907e4,-67.829,0.182,2.328e4,9.763,231.516,12.104,-47.742,278.862,4.31e-4,0.224
61.703,2.896e4,-67.739,0.195,2.328e4,9.763,231.831,12.104,-47.522,280.277,4.327e-4,0.224
62.203,2.885e4,-67.641,0.207,2.328e4,9.763,232.096,12.104,-47.302,281.69,4.345e-4,0.224
62.703,2.874e4,-67.538,0.216,2.328e4,9.763,232.319,12.104,-47.083,283.1,4.363e-4,0.223
63.203,2.863e4,-67.43,0.224,2.328e4,9.763,232.503,12.104,-46.863,284.509,4.38e-4,0.223
63.703,2.851e4,-67.318,0.232,2.328e4,9.763,232.717,12.104,-46.644,285.958,4.398e-4,0.222
64.203,2.84e4,-67.202,0.24,2.328e4,9.763,232.872,12.104,-46.426,287.45,4.417e-4,0.222
64.703,2.829e4,-67.082,0.246,2.328e4,9.763,233.03,12.104,-46.207,288.94,4.435e-4,0.221
65.203,2.818e4,-66.959,0.251,2.328e4,9.763,233.145,12.104,-45.99,290.427,4.454e-4,0.221
65.703,2.807e4,-66.833,0.254,2.328e4,9.764,233.225,12.104,-45.772,291.912,4.472e-4,0.22
66.203,2.796e4,-66.706,0.257,2.328e4,9.764,233.292,12.104,-45.555,293.393,4.491e-4,0.22
66.703,2.786e4,-66.577,0.259,2.328e4,9.764,233.341,12.104,-45.339,294.872,4.509e-4,0.219
67.203,2.775e4,-66.448,0.261,2.328e4,9.764,233.375,12.104,-45.122,296.348,4.527e-4,0.219
67.703,2.764e4,-66.317,0.262,2.328e4,9.764,233.402,12.104,-44.907,297.821,4.546e-4,0.218
68.203,2.753e4,-66.187,0.262,2.328e4,9.764,233.402,12.104,-44.691,299.291,4.564e-4,0.218
68.703,2.742e4,-66.056,0.262,2.328e4,9.764,233.404,12.104,-44.477,300.758,4.582e-4,0.217
69.203,2.731e4,-65.925,0.261,2.328e4,9.764,233.392,12.104,-44.262,302.222,4.6e-4,0.217
69.703,2.72e4,-65.794,0.26,2.328e4,9.764,233.377,12.104,-44.048,303.683,4.618e-4,0.216
70.203,2.71e4,-65.664,0.259,2.328e4,9.764,233.349,12.104,-43.834,305.142,4.636e-4,0.215
70.703,2.699e4,-65.535,0.258,2.328e4,9.765,233.322,12.104,-43.621,306.597,4.653e-4,0.215
71.203,2.688e4,-65.406,0.258,2.328e4,9.765,233.319,12.104,-43.408,308.089,4.672e-4,0.214
71.703,2.677e4,-65.277,0.259,2.328e4,9.765,233.349,12.104,-43.196,309.629,4.691e-4,0.214
72.203,2.667e4,-65.148,0.259,2.328e4,9.765,233.366,12.104,-42.984,311.165,4.71e-4,0.213
72.703,2.656e4,-65.018,0.259,2.328e4,9.765,233.372,12.104,-42.773,312.699,4.729e-4,0.213
73.203,2.645e4,-64.889,0.259,2.328e4,9.765,233.359,12.104,-42.561,314.23,4.747e-4,0.212
73.703,2.635e4,-64.759,0.258,2.328e4,9.765,233.348,12.104,-42.351,315.757,4.766e-4,0.212
74.203,2.624e4,-64.63,0.257,2.328e4,9.765,233.332,12.104,-42.141,317.282,4.785e-4,0.211
74.703,2.614e4,-64.501,0.256,2.328e4,9.765,233.302,12.104,-41.931,318.804,4.803e-4,0.211
75.203,2.603e4,-64.373,0.255,2.328e4,9.765,233.271,12.104,-41.721,320.322,4.822e-4,0.21
75.703,2.592e4,-64.246,0.253,2.328e4,9.766,233.242,12.104,-41.512,321.838,4.84e-4,0.21
76.203,2.582e4,-64.119,0.252,2.328e4,9.766,233.211,12.104,-41.304,323.35,4.859e-4,0.209
76.703,2.571e4,-63.994,0.25,2.328e4,9.766,233.161,12.104,-41.095,324.86,4.877e-4,0.209
77.203,2.561e4,-63.869,0.248,2.328e4,9.766,233.121,12.104,-40.888,326.366,4.895e-4,0.208
77.703,2.55e4,-63.745,0.246,2.328e4,9.766,233.083,12.104,-40.68,327.87,4.913e-4,0.208
78.203,2.54e4,-63.622,0.244,2.328e4,9.766,233.036,12.104,-40.473,329.371,4.931e-4,0.207
78.703,2.53e4,-63.5,0.242,2.328e4,9.766,232.993,12.104,-40.267,330.868,4.949e-4,0.207
79.203,2.519e4,-63.379,0.243,2.328e4,9.766,233.007,12.104,-40.061,332.447,4.969e-4,0.206
79.703,2.509e4,-63.258,0.243,2.328e4,9.766,233.015,12.104,-39.855,334.031,4.988e-4,0.206
80.203,2.498e4,-63.136,0.243,2.328e4,9.766,233.025,12.104,-39.649,335.611,5.007e-4,0.205
80.703,2.488e4,-63.015,0.243,2.328e4,9.766,233.021,12.104,-39.444,337.189,5.026e-4,0.205
81.203,2.478e4,-62.893,0.241,2.328e4,9.767,232.99,12.104,-39.24,338.763,5.045e-4,0.205
81.703,2.467e4,-62.773,0.241,2.328e4,9.767,232.977,12.104,-39.036,340.334,5.064e-4,0.204
82.203,2.457e4,-62.652,0.239,2.328e4,9.767,232.945,12.104,-38.832,341.903,5.083e-4,0.204
82.703,2.447e4,-62.533,0.238,2.328e4,9.767,232.919,12.104,-38.628,343.468,5.102e-4,0.203
83.203,2.437e4,-62.414,0.236,2.328e4,9.767,232.883,12.104,-38.425,345.03,5.121e-4,0.203
83.703,2.426e4,-62.296,0.235,2.328e4,9.767,232.851,12.104,-38.223,346.59,5.139e-4,0.202
84.203,2.416e4,-62.178,0.233,2.328e4,9.767,232.813,12.104,-38.02,348.146,5.158e-4,0.202
84.703,2.406e4,-62.061,0.232,2.328e4,9.767,232.775,12.104,-37.819,349.699,5.177e-4,0.201
85.203,2.396e4,-61.946,0.23,2.328e4,9.767,232.736,12.104,-37.617,351.25,5.195e-4,0.201
85.703,2.386e4,-61.831,0.228,2.328e4,9.767,232.701,12.104,-37.416,352.798,5.214e-4,0.2
86.203,2.376e4,-61.717,0.226,2.328e4,9.768,232.665,12.104,-37.215,354.343,5.232e-4,0.2
86.703,2.365e4,-61.604,0.224,2.328e4,9.768,232.618,12.104,-37.015,355.885,5.25e-4,0.199
87.203,2.355e4,-61.491,0.225,2.328e4,9.768,232.631,12.104,-36.815,357.51,5.27e-4,0.199
87.703,2.345e4,-61.379,0.225,2.328e4,9.768,232.64,12.104,-36.615,359.139,5.289e-4,0.199
88.203,2.335e4,-61.266,0.225,2.328e4,9.768,232.641,12.104,-36.416,360.765,5.309e-4,0.198
88.703,2.325e4,-61.154,0.225,2.328e4,9.768,232.634,12.104,-36.217,362.388,5.328e-4,0.198
89.203,2.315e4,-61.041,0.224,2.328e4,9.768,232.621,12.104,-36.018,364.008,5.348e-4,0.197
89.703,2.305e4,-60.929,0.223,2.328e4,9.768,232.606,12.104,-35.82,365.625,5.367e-4,0.197
90.203,2.295e4,-60.818,0.222,2.328e4,9.768,232.581,12.104,-35.622,367.239,5.386e-4,0.196
90.703,2.285e4,-60.707,0.221,2.328e4,9.768,232.555,12.104,-35.425,368.85,5.405e-4,0.196
91.203,2.275e4,-60.596,0.22,2.328e4,9.768,232.527,12.104,-35.228,370.459,5.424e-4,0.196
91.703,2.265e4,-60.486,0.218,2.328e4,9.769,232.496,12.104,-35.031,372.064,5.443e-4,0.195
92.203,2.255e4,-60.377,0.217,2.328e4,9.769,232.468,12.104,-34.834,373.666,5.462e-4,0.195
92.703,2.245e4,-60.269,0.215,2.328e4,9.769,232.436,12.104,-34.638,375.266,5.481e-4,0.194
93.203,2.236e4,-60.161,0.214,2.328e4,9.769,232.399,12.104,-34.443,376.862,5.5e-4,0.194
93.703,2.226e4,-60.054,0.212,2.328e4,9.769,232.36,12.104,-34.247,378.456,5.519e-4,0.193
94.203,2.216e4,-59.948,0.21,2.328e4,9.769,232.324,12.104,-34.052,380.047,5.537e-4,0.193
94.703,2.206e4,-59.843,0.209,2.328e4,9.769,232.289,12.104,-33.858,381.635,5.556e-4,0.193
95.203,2.196e4,-59.739,0.208,2.328e4,9.769,232.276,12.104,-33.663,383.263,5.575e-4,0.192
95.703,2.186e4,-59.635,0.209,2.328e4,9.769,232.292,12.104,-33.469,384.94,5.595e-4,0.192
96.203,2.177e4,-59.53,0.209,2.328e4,9.769,232.299,12.104,-33.276,386.614,5.615e-4,0.191
96.703,2.167e4,-59.426,0.209,2.328e4,9.769,232.297,12.104,-33.082,388.285,5.634e-4,0.191
97.203,2.157e4,-59.321,0.208,2.328e4,9.77,232.291,12.104,-32.889,389.953,5.654e-4,0.191
97.703,2.147e4,-59.217,0.208,2.328e4,9.77,232.277,12.104,-32.697,391.618,5.674e-4,0.19
98.203,2.138e4,-59.113,0.207,2.328e4,9.77,232.26,12.104,-32.505,393.28,5.693e-4,0.19
