# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Gravitational acceleration (m/s²),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Mach number (​)
39.307,3.218e4,11.163,-9.763,2.328e4,9.766,0.268,0.396,-52.854,247.132,3.908e-4,0.042
39.357,3.218e4,10.675,-9.762,2.328e4,9.766,0.25,0.399,-52.858,247.111,3.908e-4,0.04
39.407,3.218e4,10.187,-9.761,2.328e4,9.766,0.238,0.402,-52.861,247.09,3.908e-4,0.038
39.457,3.218e4,9.699,-9.76,2.328e4,9.766,0.227,0.405,-52.864,247.071,3.907e-4,0.037
39.507,3.219e4,9.211,-9.758,2.328e4,9.766,0.217,0.407,-52.868,247.052,3.907e-4,0.036
39.557,3.219e4,8.723,-9.756,2.328e4,9.766,0.208,0.41,-52.87,247.035,3.907e-4,0.034
39.607,3.219e4,8.235,-9.755,2.328e4,9.766,0.195,0.413,-52.873,247.018,3.907e-4,0.033
39.657,3.219e4,7.748,-9.754,2.328e4,9.766,0.18,0.417,-52.876,247.002,3.906e-4,0.031
39.707,3.219e4,7.26,-9.752,2.328e4,9.766,0.168,0.42,-52.878,246.988,3.906e-4,0.03
39.757,3.219e4,6.772,-9.751,2.328e4,9.766,0.154,0.424,-52.881,246.974,3.906e-4,0.029
39.807,3.219e4,6.285,-9.749,2.328e4,9.766,0.141,0.427,-52.883,246.961,3.906e-4,0.028
39.857,3.219e4,5.798,-9.748,2.328e4,9.766,0.128,0.43,-52.885,246.949,3.906e-4,0.027
39.907,3.22e4,5.31,-9.748,2.328e4,9.766,0.113,0.435,-52.886,246.938,3.906e-4,0.025
39.957,3.22e4,4.823,-9.746,2.328e4,9.766,0.1,0.439,-52.888,246.928,3.905e-4,0.024
40.007,3.22e4,4.335,-9.745,2.328e4,9.766,0.087,0.443,-52.89,246.919,3.905e-4,0.023
40.057,3.22e4,3.848,-9.744,2.328e4,9.766,0.074,0.447,-52.891,246.911,3.905e-4,0.022
40.107,3.22e4,3.361,-9.742,2.328e4,9.766,0.063,0.45,-52.892,246.904,3.905e-4,0.021
40.157,3.22e4,2.874,-9.738,2.328e4,9.766,0.052,0.451,-52.893,246.898,3.905e-4,0.021
40.207,3.22e4,2.387,-9.736,2.328e4,9.766,0.041,0.455,-52.894,246.893,3.905e-4,0.02
40.257,3.22e4,1.9,-9.757,2.328e4,9.766,0.032,0.459,-52.895,246.889,3.905e-4,0.019
40.307,3.22e4,1.412,-9.757,2.328e4,9.766,0.023,0.461,-52.895,246.885,3.905e-4,0.019
40.357,3.22e4,0.924,-9.756,2.328e4,9.766,0.017,0.462,-52.896,246.883,3.905e-4,0.018
40.407,3.22e4,0.436,-9.756,2.328e4,9.766,0.01,0.465,-52.896,246.882,3.905e-4,0.018
40.457,3.22e4,-0.052,-9.756,2.328e4,9.766,0.006,0.467,-52.896,246.881,3.905e-4,0.017
40.507,3.22e4,-0.539,-9.76,2.328e4,9.766,1.23,12.104,-52.896,246.882,3.905e-4,0.017
40.609,3.22e4,-1.539,-9.749,2.328e4,9.766,1.396,12.104,-52.895,246.886,3.905e-4,0.018
40.712,3.22e4,-2.539,-9.737,2.328e4,9.766,1.58,12.104,-52.894,246.894,3.905e-4,0.02
40.815,3.22e4,-3.539,-9.722,2.328e4,9.766,1.857,12.104,-52.892,246.907,3.905e-4,0.021
40.918,3.22e4,-4.539,-9.705,2.328e4,9.766,2.177,12.104,-52.889,246.923,3.905e-4,0.023
41.021,3.219e4,-5.539,-9.683,2.328e4,9.766,2.664,12.104,-52.886,246.943,3.906e-4,0.026
41.124,3.219e4,-6.539,-9.657,2.328e4,9.766,3.273,12.104,-52.882,246.968,3.906e-4,0.028
41.227,3.219e4,-7.539,-9.629,2.328e4,9.766,3.92,12.104,-52.877,246.996,3.906e-4,0.031
41.331,3.219e4,-8.539,-9.599,2.328e4,9.766,4.548,12.104,-52.871,247.029,3.907e-4,0.033
41.435,3.218e4,-9.539,-9.563,2.328e4,9.766,5.376,12.104,-52.865,247.066,3.907e-4,0.036
41.54,3.218e4,-10.539,-9.525,2.328e4,9.766,6.189,12.104,-52.858,247.107,3.908e-4,0.039
41.645,3.218e4,-11.539,-9.481,2.328e4,9.766,7.235,12.104,-52.851,247.153,3.908e-4,0.042
41.75,3.217e4,-12.539,-9.435,2.328e4,9.766,8.285,12.104,-52.843,247.203,3.909e-4,0.045
41.856,3.217e4,-13.539,-9.384,2.328e4,9.766,9.476,12.104,-52.834,247.257,3.91e-4,0.048
41.963,3.216e4,-14.539,-9.327,2.328e4,9.766,10.829,12.104,-52.824,247.316,3.91e-4,0.051
42.07,3.216e4,-15.539,-9.266,2.328e4,9.766,12.279,12.104,-52.813,247.379,3.911e-4,0.055
42.178,3.215e4,-16.538,-9.204,2.328e4,9.766,13.682,12.104,-52.802,247.447,3.912e-4,0.058
42.287,3.215e4,-17.538,-9.138,2.328e4,9.766,15.234,12.104,-52.79,247.519,3.913e-4,0.061
42.396,3.214e4,-18.538,-9.066,2.328e4,9.766,16.935,12.104,-52.777,247.597,3.914e-4,0.064
42.506,3.213e4,-19.538,-8.992,2.328e4,9.766,18.592,12.104,-52.764,247.679,3.915e-4,0.067
42.618,3.213e4,-20.538,-8.913,2.328e4,9.766,20.445,12.104,-52.749,247.767,3.916e-4,0.071
42.73,3.212e4,-21.537,-8.831,2.328e4,9.766,22.36,12.104,-52.734,247.859,3.917e-4,0.074
42.843,3.211e4,-22.537,-8.743,2.328e4,9.766,24.424,12.104,-52.718,247.957,3.919e-4,0.077
42.957,3.21e4,-23.537,-8.651,2.328e4,9.766,26.566,12.104,-52.701,248.06,3.92e-4,0.08
43.073,3.209e4,-24.536,-8.557,2.328e4,9.766,28.759,12.104,-52.683,248.169,3.921e-4,0.084
43.19,3.208e4,-25.536,-8.459,2.328e4,9.766,31.011,12.104,-52.663,248.284,3.923e-4,0.087
43.308,3.207e4,-26.535,-8.355,2.328e4,9.766,33.43,12.104,-52.643,248.405,3.924e-4,0.09
43.427,3.206e4,-27.535,-8.25,2.328e4,9.766,35.86,12.104,-52.622,248.532,3.926e-4,0.093
43.549,3.205e4,-28.534,-8.139,2.328e4,9.766,38.422,12.104,-52.6,248.665,3.928e-4,0.097
43.671,3.204e4,-29.534,-8.024,2.328e4,9.766,41.128,12.104,-52.577,248.805,3.93e-4,0.1
43.796,3.203e4,-30.533,-7.905,2.328e4,9.766,43.886,12.104,-52.553,248.952,3.931e-4,0.103
43.922,3.201e4,-31.533,-7.782,2.328e4,9.766,46.735,12.104,-52.527,249.106,3.933e-4,0.107
44.051,3.2e4,-32.532,-7.656,2.328e4,9.766,49.631,12.104,-52.501,249.267,3.936e-4,0.11
44.181,3.199e4,-33.531,-7.524,2.328e4,9.766,52.693,12.104,-52.473,249.436,3.938e-4,0.113
44.314,3.197e4,-34.53,-7.39,2.328e4,9.766,55.809,12.104,-52.443,249.613,3.94e-4,0.116
44.449,3.196e4,-35.529,-7.25,2.328e4,9.766,59.051,12.104,-52.412,249.799,3.942e-4,0.12
44.587,3.194e4,-36.528,-7.106,2.328e4,9.766,62.414,12.104,-52.38,249.994,3.945e-4,0.123
44.728,3.192e4,-37.527,-6.957,2.328e4,9.766,65.891,12.104,-52.346,250.198,3.947e-4,0.126
44.871,3.19e4,-38.526,-6.805,2.328e4,9.766,69.437,12.104,-52.311,250.413,3.95e-4,0.13
45.018,3.189e4,-39.525,-6.649,2.328e4,9.766,73.056,12.104,-52.274,250.637,3.953e-4,0.133
45.168,3.187e4,-40.523,-6.487,2.328e4,9.766,76.847,12.104,-52.235,250.873,3.956e-4,0.136
45.322,3.185e4,-41.522,-6.323,2.328e4,9.766,80.631,12.104,-52.194,251.121,3.959e-4,0.139
45.48,3.182e4,-42.52,-6.153,2.328e4,9.766,84.603,12.104,-52.15,251.381,3.963e-4,0.143
45.642,3.18e4,-43.518,-5.979,2.328e4,9.766,88.639,12.104,-52.105,251.655,3.966e-4,0.146
45.809,3.178e4,-44.516,-5.803,2.328e4,9.766,92.715,12.104,-52.057,251.943,3.97e-4,0.149
45.981,3.175e4,-45.514,-5.621,2.328e4,9.766,96.911,12.104,-52.007,252.247,3.974e-4,0.152
46.159,3.172e4,-46.512,-5.434,2.328e4,9.766,101.235,12.104,-51.954,252.567,3.978e-4,0.156
46.342,3.17e4,-47.509,-5.242,2.328e4,9.766,105.732,12.104,-51.898,252.906,3.982e-4,0.159
46.532,3.167e4,-48.506,-5.047,2.328e4,9.766,110.231,12.104,-51.838,253.264,3.987e-4,0.162
46.73,3.163e4,-49.504,-4.848,2.328e4,9.766,114.812,12.104,-51.776,253.644,3.991e-4,0.165
46.936,3.16e4,-50.501,-4.639,2.328e4,9.766,119.735,12.104,-51.709,254.048,3.997e-4,0.169
47.15,3.156e4,-51.497,-4.428,2.328e4,9.766,124.645,12.104,-51.637,254.478,4.002e-4,0.172
47.375,3.153e4,-52.493,-4.214,2.328e4,9.766,129.618,12.104,-51.561,254.937,4.008e-4,0.175
47.612,3.149e4,-53.489,-3.994,2.328e4,9.766,134.713,12.104,-51.48,255.428,4.014e-4,0.179
47.861,3.144e4,-54.484,-3.767,2.328e4,9.766,139.978,12.104,-51.393,255.956,4.021e-4,0.182
48.125,3.139e4,-55.478,-3.539,2.328e4,9.766,145.232,12.104,-51.298,256.525,4.028e-4,0.185
48.406,3.134e4,-56.473,-3.301,2.328e4,9.766,150.794,12.104,-51.196,257.143,4.036e-4,0.188
48.707,3.129e4,-57.467,-3.058,2.328e4,9.766,156.407,12.104,-51.085,257.816,4.045e-4,0.192
49.032,3.122e4,-58.46,-2.81,2.328e4,9.766,162.154,12.104,-50.962,258.554,4.054e-4,0.195
49.385,3.116e4,-59.453,-2.555,2.328e4,9.767,168.066,12.104,-50.827,259.371,4.064e-4,0.198
49.773,3.108e4,-60.445,-2.293,2.328e4,9.767,174.126,12.104,-50.676,260.285,4.076e-4,0.201
50.206,3.099e4,-61.437,-2.022,2.328e4,9.767,180.456,12.104,-50.504,261.319,4.089e-4,0.204
50.695,3.089e4,-62.426,-1.741,2.328e4,9.767,186.983,12.104,-50.307,262.508,4.104e-4,0.208
51.195,3.079e4,-63.297,-1.486,2.328e4,9.767,192.896,12.104,-50.103,263.741,4.119e-4,0.21
51.695,3.069e4,-64.04,-1.259,2.328e4,9.767,198.168,12.104,-49.896,265.03,4.136e-4,0.213
52.195,3.058e4,-64.669,-1.054,2.328e4,9.767,202.954,12.104,-49.687,266.374,4.153e-4,0.215
52.695,3.047e4,-65.196,-0.874,2.328e4,9.767,207.161,12.104,-49.476,267.729,4.17e-4,0.216
53.195,3.037e4,-65.633,-0.719,2.328e4,9.767,210.727,12.104,-49.263,269.094,4.187e-4,0.218
53.695,3.026e4,-65.992,-0.583,2.328e4,9.767,213.881,12.104,-49.049,270.468,4.204e-4,0.219
54.195,3.015e4,-66.284,-0.463,2.328e4,9.767,216.662,12.104,-48.834,271.849,4.222e-4,0.22
54.695,3.004e4,-66.516,-0.36,2.328e4,9.768,219.075,12.104,-48.619,273.235,4.239e-4,0.22
55.195,2.993e4,-66.695,-0.271,2.328e4,9.768,221.119,12.104,-48.402,274.625,4.257e-4,0.221
55.695,2.982e4,-66.831,-0.193,2.328e4,9.768,222.951,12.104,-48.185,276.019,4.274e-4,0.221
56.195,2.971e4,-66.927,-0.127,2.328e4,9.768,224.465,12.104,-47.968,277.415,4.292e-4,0.221
56.695,2.96e4,-66.991,-0.069,2.328e4,9.768,225.84,12.104,-47.75,278.812,4.309e-4,0.222
57.195,2.949e4,-67.025,-0.02,2.328e4,9.768,226.979,12.104,-47.532,280.211,4.327e-4,0.222
57.695,2.938e4,-67.035,0.022,2.328e4,9.768,227.943,12.104,-47.315,281.61,4.344e-4,0.222
58.195,2.927e4,-67.024,0.058,2.328e4,9.768,228.783,12.104,-47.097,283.009,4.361e-4,0.221
58.695,2.916e4,-66.995,0.088,2.328e4,9.768,229.479,12.104,-46.879,284.408,4.379e-4,0.221
59.195,2.905e4,-66.951,0.115,2.328e4,9.769,230.099,12.104,-46.661,285.842,4.397e-4,0.221
59.695,2.894e4,-66.894,0.139,2.328e4,9.769,230.664,12.104,-46.444,287.327,4.415e-4,0.221
60.195,2.883e4,-66.824,0.161,2.328e4,9.769,231.185,12.104,-46.226,288.81,4.434e-4,0.22
60.695,2.872e4,-66.744,0.178,2.328e4,9.769,231.596,12.104,-46.009,290.292,4.452e-4,0.22
61.195,2.861e4,-66.655,0.192,2.328e4,9.769,231.908,12.104,-45.793,291.772,4.471e-4,0.22
61.695,2.851e4,-66.559,0.204,2.328e4,9.769,232.181,12.104,-45.576,293.25,4.489e-4,0.219
62.195,2.84e4,-66.457,0.214,2.328e4,9.769,232.408,12.104,-45.36,294.726,4.507e-4,0.219
62.695,2.829e4,-66.35,0.222,2.328e4,9.769,232.597,12.104,-45.144,296.199,4.526e-4,0.218
63.195,2.818e4,-66.239,0.228,2.328e4,9.769,232.752,12.104,-44.929,297.67,4.544e-4,0.218
63.695,2.807e4,-66.125,0.234,2.328e4,9.769,232.906,12.104,-44.714,299.138,4.562e-4,0.217
64.195,2.796e4,-66.008,0.238,2.328e4,9.77,232.972,12.104,-44.499,300.604,4.58e-4,0.217
64.695,2.785e4,-65.889,0.241,2.328e4,9.77,233.054,12.104,-44.285,302.068,4.598e-4,0.216
65.195,2.775e4,-65.769,0.243,2.328e4,9.77,233.107,12.104,-44.071,303.528,4.616e-4,0.216
65.695,2.764e4,-65.647,0.244,2.328e4,9.77,233.134,12.104,-43.857,304.986,4.634e-4,0.215
66.195,2.753e4,-65.525,0.245,2.328e4,9.77,233.157,12.104,-43.644,306.442,4.651e-4,0.215
66.695,2.742e4,-65.402,0.247,2.328e4,9.77,233.192,12.104,-43.431,307.923,4.67e-4,0.214
67.195,2.732e4,-65.279,0.249,2.328e4,9.77,233.259,12.104,-43.219,309.463,4.689e-4,0.214
67.695,2.721e4,-65.154,0.252,2.328e4,9.77,233.315,12.104,-43.007,311,4.708e-4,0.213
68.195,2.71e4,-65.029,0.253,2.328e4,9.77,233.34,12.104,-42.795,312.534,4.726e-4,0.213
68.695,2.7e4,-64.902,0.253,2.328e4,9.77,233.362,12.104,-42.584,314.065,4.745e-4,0.212
69.195,2.689e4,-64.776,0.254,2.328e4,9.771,233.368,12.104,-42.373,315.593,4.764e-4,0.212
69.695,2.678e4,-64.649,0.254,2.328e4,9.771,233.369,12.104,-42.163,317.118,4.783e-4,0.211
70.195,2.668e4,-64.522,0.253,2.328e4,9.771,233.353,12.104,-41.953,318.64,4.801e-4,0.211
70.695,2.657e4,-64.396,0.252,2.328e4,9.771,233.337,12.104,-41.744,320.159,4.82e-4,0.21
71.195,2.647e4,-64.27,0.251,2.328e4,9.771,233.313,12.104,-41.535,321.675,4.838e-4,0.21
71.695,2.636e4,-64.144,0.25,2.328e4,9.771,233.288,12.104,-41.326,323.188,4.857e-4,0.209
72.195,2.626e4,-64.019,0.248,2.328e4,9.771,233.26,12.104,-41.118,324.698,4.875e-4,0.209
72.695,2.615e4,-63.895,0.247,2.328e4,9.771,233.228,12.104,-40.91,326.205,4.893e-4,0.208
73.195,2.605e4,-63.772,0.245,2.328e4,9.771,233.184,12.104,-40.702,327.71,4.911e-4,0.208
73.695,2.594e4,-63.649,0.243,2.328e4,9.771,233.148,12.104,-40.495,329.211,4.929e-4,0.207
74.195,2.584e4,-63.528,0.242,2.328e4,9.772,233.11,12.104,-40.289,330.709,4.948e-4,0.207
74.695,2.573e4,-63.407,0.242,2.328e4,9.772,233.117,12.104,-40.082,332.279,4.967e-4,0.207
75.195,2.563e4,-63.286,0.242,2.328e4,9.772,233.129,12.104,-39.877,333.864,4.986e-4,0.206
75.695,2.552e4,-63.165,0.242,2.328e4,9.772,233.137,12.104,-39.671,335.445,5.005e-4,0.206
76.195,2.542e4,-63.044,0.242,2.328e4,9.772,233.136,12.104,-39.466,337.023,5.024e-4,0.205
76.695,2.532e4,-62.923,0.241,2.328e4,9.772,233.113,12.104,-39.261,338.598,5.043e-4,0.205
77.195,2.521e4,-62.802,0.24,2.328e4,9.772,233.094,12.104,-39.057,340.17,5.062e-4,0.204
77.695,2.511e4,-62.682,0.239,2.328e4,9.772,233.075,12.104,-38.853,341.739,5.081e-4,0.204
78.195,2.501e4,-62.562,0.238,2.328e4,9.772,233.043,12.104,-38.65,343.305,5.1e-4,0.203
78.695,2.491e4,-62.443,0.237,2.328e4,9.772,233.013,12.104,-38.446,344.868,5.119e-4,0.203
79.195,2.48e4,-62.325,0.235,2.328e4,9.772,232.981,12.104,-38.244,346.428,5.138e-4,0.202
79.695,2.47e4,-62.207,0.233,2.328e4,9.773,232.945,12.104,-38.041,347.985,5.156e-4,0.202
80.195,2.46e4,-62.091,0.232,2.328e4,9.773,232.918,12.104,-37.839,349.539,5.175e-4,0.201
80.695,2.45e4,-61.975,0.23,2.328e4,9.773,232.885,12.104,-37.638,351.091,5.193e-4,0.201
81.195,2.44e4,-61.859,0.228,2.328e4,9.773,232.828,12.104,-37.437,352.639,5.212e-4,0.2
81.695,2.43e4,-61.745,0.227,2.328e4,9.773,232.795,12.104,-37.236,354.185,5.23e-4,0.2
82.195,2.419e4,-61.632,0.225,2.328e4,9.773,232.749,12.104,-37.035,355.727,5.248e-4,0.2
82.695,2.409e4,-61.52,0.225,2.328e4,9.773,232.761,12.104,-36.835,357.344,5.268e-4,0.199
83.195,2.399e4,-61.407,0.225,2.328e4,9.773,232.768,12.104,-36.635,358.974,5.287e-4,0.199
83.695,2.389e4,-61.295,0.225,2.328e4,9.773,232.771,12.104,-36.436,360.6,5.307e-4,0.198
84.195,2.379e4,-61.182,0.225,2.328e4,9.773,232.764,12.104,-36.237,362.224,5.326e-4,0.198
84.695,2.369e4,-61.07,0.224,2.328e4,9.774,232.751,12.104,-36.038,363.845,5.346e-4,0.197
85.195,2.359e4,-60.958,0.223,2.328e4,9.774,232.734,12.104,-35.84,365.463,5.365e-4,0.197
85.695,2.349e4,-60.846,0.222,2.328e4,9.774,232.716,12.104,-35.642,367.078,5.384e-4,0.196
86.195,2.339e4,-60.735,0.221,2.328e4,9.774,232.697,12.104,-35.444,368.69,5.403e-4,0.196
86.695,2.329e4,-60.624,0.22,2.328e4,9.774,232.661,12.104,-35.247,370.299,5.422e-4,0.196
87.195,2.319e4,-60.514,0.218,2.328e4,9.774,232.629,12.104,-35.05,371.905,5.441e-4,0.195
87.695,2.309e4,-60.405,0.217,2.328e4,9.774,232.596,12.104,-34.854,373.508,5.46e-4,0.195
88.195,2.299e4,-60.296,0.215,2.328e4,9.774,232.563,12.104,-34.658,375.108,5.479e-4,0.194
88.695,2.29e4,-60.188,0.214,2.328e4,9.774,232.528,12.104,-34.462,376.705,5.498e-4,0.194
89.195,2.28e4,-60.082,0.212,2.328e4,9.774,232.493,12.104,-34.267,378.3,5.517e-4,0.193
89.695,2.27e4,-59.975,0.211,2.328e4,9.774,232.461,12.104,-34.071,379.892,5.536e-4,0.193
90.195,2.26e4,-59.87,0.209,2.328e4,9.775,232.421,12.104,-33.877,381.481,5.554e-4,0.193
90.695,2.25e4,-59.765,0.208,2.328e4,9.775,232.404,12.104,-33.682,383.1,5.573e-4,0.192
91.195,2.24e4,-59.661,0.209,2.328e4,9.775,232.421,12.104,-33.488,384.777,5.593e-4,0.192
91.695,2.231e4,-59.557,0.209,2.328e4,9.775,232.428,12.104,-33.294,386.452,5.613e-4,0.191
92.195,2.221e4,-59.452,0.209,2.328e4,9.775,232.432,12.104,-33.101,388.123,5.633e-4,0.191
92.695,2.211e4,-59.348,0.209,2.328e4,9.775,232.426,12.104,-32.908,389.792,5.652e-4,0.191
93.195,2.201e4,-59.244,0.208,2.328e4,9.775,232.41,12.104,-32.715,391.458,5.672e-4,0.19
93.695,2.192e4,-59.14,0.207,2.328e4,9.775,232.39,12.104,-32.523,393.121,5.691e-4,0.19
94.195,2.182e4,-59.036,0.206,2.328e4,9.775,232.369,12.104,-32.331,394.781,5.711e-4,0.189
94.695,2.172e4,-58.933,0.205,2.328e4,9.775,232.347,12.104,-32.139,396.438,5.73e-4,0.189
95.195,2.163e4,-58.831,0.204,2.328e4,9.775,232.32,12.104,-31.948,398.092,5.75e-4,0.189
95.695,2.153e4,-58.729,0.202,2.328e4,9.776,232.293,12.104,-31.757,399.743,5.769e-4,0.188
96.195,2.143e4,-58.627,0.201,2.328e4,9.776,232.264,12.104,-31.566,401.392,5.788e-4,0.188
96.695,2.134e4,-58.527,0.2,2.328e4,9.776,232.233,12.104,-31.376,403.038,5.807e-4,0.187
97.195,2.124e4,-58.427,0.198,2.328e4,9.776,232.203,12.104,-31.186,404.68,5.826e-4,0.187
97.695,2.115e4,-58.328,0.197,2.328e4,9.776,232.171,12.104,-30.996,406.32,5.845e-4,0.187
98.195,2.105e4,-58.229,0.195,2.328e4,9.776,232.139,12.104,-30.807,407.958,5.864e-4,0.186
98.695,2.096e4,-58.132,0.194,2.328e4,9.776,232.106,12.104,-30.617,409.592,5.883e-4,0.186
99.195,2.086e4,-58.035,0.193,2.328e4,9.776,232.095,12.104,-30.429,411.26,5.903e-4,0.185
99.695,2.076e4,-57.938,0.194,2.328e4,9.776,232.116,12.104,-30.24,412.985,5.923e-4,0.185
100.195,2.067e4,-57.841,0.195,2.328e4,9.776,232.136,12.104,-30.052,414.706,5.943e-4,0.185
100.695,2.057e4,-57.744,0.194,2.328e4,9.776,232.118,12.104,-29.864,416.425,5.963e-4,0.184
101.195,2.048e4,-57.647,0.194,2.328e4,9.777,232.114,12.104,-29.677,418.141,5.983e-4,0.184
101.695,2.039e4,-57.55,0.193,2.328e4,9.777,232.105,12.104,-29.49,419.854,6.003e-4,0.184
102.195,2.029e4,-57.453,0.193,2.328e4,9.777,232.088,12.104,-29.303,421.564,6.023e-4,0.183
102.695,2.02e4,-57.357,0.192,2.328e4,9.777,232.07,12.104,-29.116,423.271,6.042e-4,0.183
103.195,2.01e4,-57.261,0.191,2.328e4,9.777,232.052,12.104,-28.93,424.976,6.062e-4,0.182
103.695,2.001e4,-57.166,0.19,2.328e4,9.777,232.029,12.104,-28.744,426.677,6.082e-4,0.182
104.195,1.992e4,-57.071,0.189,2.328e4,9.777,232.007,12.104,-28.558,428.376,6.101e-4,0.182
104.695,1.982e4,-56.977,0.187,2.328e4,9.777,231.975,12.104,-28.373,430.072,6.121e-4,0.181
105.195,1.973e4,-56.883,0.186,2.328e4,9.777,231.948,12.104,-28.188,431.765,6.14e-4,0.181
105.695,1.964e4,-56.79,0.185,2.328e4,9.777,231.92,12.104,-28.003,433.456,6.16e-4,0.181
106.195,1.954e4,-56.698,0.183,2.328e4,9.777,231.892,12.104,-27.819,435.143,6.179e-4,0.18
106.695,1.945e4,-56.606,0.182,2.328e4,9.777,231.871,12.104,-27.635,436.828,6.198e-4,0.18
107.195,1.936e4,-56.515,0.181,2.328e4,9.778,231.843,12.104,-27.451,438.51,6.217e-4,0.18
107.695,1.926e4,-56.424,0.18,2.328e4,9.778,231.812,12.104,-27.267,440.19,6.237e-4,0.179
108.195,1.917e4,-56.334,0.18,2.328e4,9.778,231.823,12.104,-27.084,441.954,6.257e-4,0.179
108.695,1.908e4,-56.244,0.181,2.328e4,9.778,231.837,12.104,-26.901,443.725,6.277e-4,0.179
109.195,1.899e4,-56.154,0.181,2.328e4,9.778,231.845,12.104,-26.719,445.493,6.298e-4,0.178
109.695,1.89e4,-56.064,0.181,2.328e4,9.778,231.853,12.104,-26.536,447.259,6.318e-4,0.178
110.195,1.88e4,-55.973,0.18,2.328e4,9.778,231.83,12.104,-26.354,449.021,6.338e-4,0.178
110.695,1.871e4,-55.883,0.18,2.328e4,9.778,231.82,12.104,-26.172,450.781,6.358e-4,0.177
111.195,1.862e4,-55.794,0.179,2.328e4,9.778,231.808,12.104,-25.991,452.538,6.378e-4,0.177
111.695,1.853e4,-55.704,0.178,2.328e4,9.778,231.792,12.104,-25.81,454.292,6.398e-4,0.176
112.195,1.844e4,-55.615,0.177,2.328e4,9.778,231.772,12.104,-25.629,456.043,6.418e-4,0.176
112.695,1.835e4,-55.526,0.176,2.328e4,9.779,231.749,12.104,-25.448,457.791,6.438e-4,0.176
113.195,1.825e4,-55.438,0.175,2.328e4,9.779,231.725,12.104,-25.268,459.537,6.458e-4,0.175
113.695,1.816e4,-55.351,0.174,2.328e4,9.779,231.702,12.104,-25.088,461.279,6.478e-4,0.175
114.195,1.807e4,-55.264,0.173,2.328e4,9.779,231.678,12.104,-24.908,463.019,6.498e-4,0.175
114.695,1.798e4,-55.177,0.172,2.328e4,9.779,231.674,12.104,-24.729,464.757,6.517e-4,0.174
115.195,1.789e4,-55.091,0.171,2.328e4,9.779,231.632,12.104,-24.549,466.491,6.537e-4,0.174
115.695,1.78e4,-55.006,0.169,2.328e4,9.779,231.599,12.104,-24.371,468.223,6.557e-4,0.174
116.195,1.771e4,-54.921,0.168,2.328e4,9.779,231.574,12.104,-24.192,469.953,6.576e-4,0.173
116.695,1.762e4,-54.837,0.167,2.328e4,9.779,231.55,12.104,-24.014,471.679,6.595e-4,0.173
117.195,1.753e4,-54.754,0.168,2.328e4,9.779,231.569,12.104,-23.835,473.494,6.616e-4,0.173
117.695,1.744e4,-54.67,0.169,2.328e4,9.779,231.603,12.104,-23.658,475.314,6.637e-4,0.172
118.195,1.735e4,-54.586,0.169,2.328e4,9.779,231.609,12.104,-23.48,477.131,6.657e-4,0.172
118.695,1.726e4,-54.501,0.168,2.328e4,9.78,231.582,12.104,-23.303,478.945,6.678e-4,0.172
119.195,1.717e4,-54.417,0.168,2.328e4,9.78,231.579,12.104,-23.126,480.756,6.699e-4,0.172
119.695,1.708e4,-54.334,0.167,2.328e4,9.78,231.577,12.104,-22.949,482.564,6.719e-4,0.171
120.195,1.7e4,-54.25,0.167,2.328e4,9.78,231.559,12.104,-22.773,484.37,6.739e-4,0.171
120.695,1.691e4,-54.167,0.166,2.328e4,9.78,231.542,12.104,-22.596,486.173,6.76e-4,0.171
121.195,1.682e4,-54.084,0.165,2.328e4,9.78,231.525,12.104,-22.421,487.973,6.78e-4,0.17
121.695,1.673e4,-54.001,0.164,2.328e4,9.78,231.511,12.104,-22.245,489.77,6.8e-4,0.17
122.195,1.664e4,-53.919,0.164,2.328e4,9.78,231.497,12.104,-22.07,491.565,6.82e-4,0.17
122.695,1.655e4,-53.837,0.162,2.328e4,9.78,231.465,12.104,-21.894,493.356,6.84e-4,0.169
123.195,1.646e4,-53.756,0.161,2.328e4,9.78,231.443,12.104,-21.72,495.146,6.86e-4,0.169
123.695,1.638e4,-53.675,0.16,2.328e4,9.78,231.426,12.104,-21.545,496.932,6.88e-4,0.169
124.195,1.629e4,-53.595,0.159,2.328e4,9.78,231.4,12.104,-21.371,498.716,6.9e-4,0.168
124.695,1.62e4,-53.515,0.158,2.328e4,9.781,231.376,12.104,-21.197,500.497,6.92e-4,0.168
125.195,1.611e4,-53.436,0.157,2.328e4,9.781,231.352,12.104,-21.023,502.275,6.94e-4,0.168
125.695,1.602e4,-53.358,0.156,2.328e4,9.781,231.333,12.104,-20.849,504.051,6.96e-4,0.167
126.195,1.594e4,-53.28,0.156,2.328e4,9.781,231.331,12.104,-20.676,505.867,6.98e-4,0.167
126.695,1.585e4,-53.202,0.156,2.328e4,9.781,231.343,12.104,-20.503,507.738,7.001e-4,0.167
127.195,1.576e4,-53.124,0.157,2.328e4,9.781,231.355,12.104,-20.33,509.605,7.022e-4,0.167
127.695,1.568e4,-53.045,0.157,2.328e4,9.781,231.358,12.104,-20.158,511.47,7.043e-4,0.166
128.195,1.559e4,-52.967,0.157,2.328e4,9.781,231.358,12.104,-19.985,513.332,7.064e-4,0.166
